Station: Lugano-Università
Urban
Hourly means, PREC: Hourly sums
CET, ending time
Source: NABEL/MeteoSchweiz
Date/time;O3 [µg/m³];NO2 [µg/m³];SO2 [µg/m³];CO [mg/m³];PM10 [µg/m³];CPC [1/cm³];NMVOC [ppm];EC [µg/m³];NOX [µg/m³];TEMP [°C];PREC [mm];RAD [W/m²]
03.02.2015 04:00;36.3;18.5;4.4;0.20;5.6;14919.4;0.1;0.2;19.6;0.8;0.0;0.0
03.02.2015 05:00;38.5;18.5;3.8;0.20;3.6;15299.1;0.1;0.2;19.1;0.6;0.0;0.0
03.02.2015 06:00;22.4;33.4;7.8;0.40;5.5;26092.3;0.1;2.0;36.7;0.3;0.0;0.0
03.02.2015 07:00;13.6;45.0;10.2;0.30;7.8;45005.4;0.1;0.4;57.6;0.1;0.0;0.0
03.02.2015 08:00;2.4;69.0;8.2;0.40;7.7;42746.5;0.1;0.9;117.0;0.7;0.0;0.8
03.02.2015 09:00;2.3;85.8;10.3;0.70;20.8;57753.2;0.2;2.5;;1.3;0.0;23.7
03.02.2015 10:00;6.8;70.1;8.6;0.50;26.9;41432.8;0.2;1.8;140.9;1.8;0.0;66.0
03.02.2015 11:00;8.4;69.1;7.2;0.50;22.0;30505.7;0.1;1.4;121.8;2.4;0.0;77.5
03.02.2015 12:00;21.3;53.7;5.0;0.40;22.0;23547.3;0.1;1.5;99.0;3.0;0.0;210.5
03.02.2015 13:00;29.3;41.3;3.5;0.40;27.7;17157.1;0.1;1.3;59.5;3.3;0.0;167.7
03.02.2015 14:00;32.2;40.1;3.5;0.40;34.8;16411.3;0.1;1.3;54.2;3.5;0.0;178.0
03.02.2015 15:00;36.5;38.2;3.8;0.30;31.2;17664.1;0.1;1.1;50.9;4.1;0.0;174.2
03.02.2015 16:00;32.4;42.4;3.4;0.40;29.5;17794.7;0.1;1.2;55.3;4.2;0.0;113.3
03.02.2015 17:00;22.3;50.6;3.2;0.40;30.6;21655.6;0.1;1.5;63.8;3.8;0.0;33.3
03.02.2015 18:00;21.0;48.6;3.9;0.40;34.0;19001.8;0.1;1.6;55.3;3.1;0.0;1.7
03.02.2015 19:00;13.3;59.7;3.7;0.50;35.7;24577.0;0.1;1.9;77.5;2.7;0.0;0.0
03.02.2015 20:00;10.2;60.4;3.9;0.50;38.5;25069.6;0.1;1.9;84.1;2.3;0.0;0.0
03.02.2015 21:00;5.3;62.6;5.0;0.60;39.7;29097.9;0.2;2.2;101.7;1.9;0.0;0.0
03.02.2015 22:00;2.3;56.1;5.9;0.60;47.1;33263.6;0.2;2.7;88.3;1.0;0.0;0.0
03.02.2015 23:00;2.7;52.2;4.9;0.60;51.4;28687.3;0.2;2.6;77.8;0.6;0.0;0.0
04.02.2015 00:00;5.5;43.7;3.6;0.50;45.5;18570.0;0.1;2.0;56.1;0.4;0.0;0.0
04.02.2015 01:00;10.7;37.7;3.8;0.40;35.5;16549.0;0.1;1.4;44.0;0.5;0.0;0.0
04.02.2015 02:00;18.4;31.4;4.0;0.40;28.6;14161.2;0.1;1.0;33.6;0.9;0.0;0.0
04.02.2015 03:00;19.0;29.6;4.7;0.40;25.9;14443.3;0.1;1.0;31.7;1.0;0.0;0.0
04.02.2015 04:00;18.6;30.4;5.0;0.30;22.1;15072.8;0.1;0.8;32.2;1.4;0.0;0.0
04.02.2015 05:00;16.6;30.9;4.5;0.30;20.5;13353.0;0.1;0.7;33.3;1.3;0.0;0.0
04.02.2015 06:00;10.1;37.2;5.6;0.40;20.5;18708.3;0.1;1.2;43.3;1.2;0.0;0.0
04.02.2015 07:00;3.6;51.1;7.9;0.40;22.5;31104.5;0.1;1.2;88.3;1.4;0.0;0.0
04.02.2015 08:00;1.2;58.4;8.7;0.50;23.6;45021.8;0.1;1.7;127.2;1.2;0.0;1.2
04.02.2015 09:00;2.2;77.9;9.3;0.70;25.6;45667.8;0.2;2.5;;1.7;0.0;41.8
04.02.2015 10:00;3.5;76.7;11.9;0.70;34.6;46029.1;0.3;3.0;;2.5;0.0;90.8
04.02.2015 11:00;10.3;63.7;8.2;0.50;35.8;29321.5;0.2;1.8;121.5;3.1;0.0;117.8
04.02.2015 12:00;20.8;56.3;5.6;0.40;27.7;29144.8;0.1;1.1;84.2;3.9;0.0;145.8
04.02.2015 13:00;21.1;51.2;4.6;0.40;23.6;20275.4;0.1;1.4;71.5;4.2;0.0;121.2
04.02.2015 14:00;14.9;62.0;6.0;0.50;27.0;21568.7;0.1;1.4;92.9;4.7;0.0;127.5
04.02.2015 15:00;17.1;62.8;5.9;0.40;30.7;19660.0;0.1;1.4;93.7;5.3;0.0;136.3
04.02.2015 16:00;15.9;62.6;4.9;0.40;27.5;19218.9;0.1;1.3;83.5;5.5;0.0;85.7
04.02.2015 17:00;20.3;62.6;3.7;0.50;29.0;17327.0;0.1;1.3;86.6;5.9;0.0;29.5
04.02.2015 18:00;34.9;51.9;3.8;0.40;20.0;15031.2;0.1;0.9;60.8;5.7;0.0;9.3
04.02.2015 19:00;15.1;68.8;5.3;0.50;18.6;27315.8;0.2;1.3;90.8;5.3;0.0;0.0
04.02.2015 20:00;5.1;77.7;7.1;0.60;24.9;31913.3;0.2;1.7;109.1;4.9;0.0;0.0
04.02.2015 21:00;8.9;70.3;5.4;0.50;29.3;26555.7;0.1;1.7;83.6;5.2;0.0;0.0
04.02.2015 22:00;10.0;67.8;7.8;0.50;27.1;28831.3;0.2;1.6;93.4;5.0;0.0;0.0
04.02.2015 23:00;5.5;62.6;6.6;0.50;29.4;27560.5;0.2;1.8;77.2;4.4;0.0;0.0
05.02.2015 00:00;12.1;49.3;4.8;0.50;31.5;19775.0;0.1;1.5;54.7;4.4;0.0;0.0
05.02.2015 01:00;53.2;16.9;2.9;0.30;21.9;9415.4;0.1;0.7;17.3;4.6;0.0;0.0
05.02.2015 02:00;19.7;36.7;4.9;0.40;16.5;17697.7;0.1;1.0;39.4;4.3;0.0;0.0
05.02.2015 03:00;27.5;26.3;4.4;0.40;19.9;12699.0;0.1;0.9;27.5;4.1;0.0;0.0
05.02.2015 04:00;35.7;21.9;3.9;0.30;16.8;11286.7;0.1;0.6;22.8;4.0;0.0;0.0
05.02.2015 05:00;22.3;27.7;4.5;0.30;15.0;13358.4;0.1;0.7;28.7;3.7;0.0;0.0
05.02.2015 06:00;20.6;30.7;4.7;0.30;15.3;15503.3;0.1;0.9;32.4;3.6;0.0;0.0
05.02.2015 07:00;6.8;47.4;7.5;0.40;16.1;25648.7;0.1;1.3;61.0;3.7;0.0;0.0
05.02.2015 08:00;2.5;59.5;8.3;0.40;16.4;34132.8;0.1;1.3;110.1;3.5;0.0;0.3
05.02.2015 09:00;1.5;68.8;8.4;0.60;19.3;37531.8;0.2;2.3;182.6;3.9;0.0;17.7
05.02.2015 10:00;3.7;70.0;8.1;0.50;26.4;31122.9;0.2;2.0;153.9;4.3;0.0;33.5
05.02.2015 11:00;13.1;56.5;5.8;0.40;27.6;22527.8;0.1;1.4;83.8;4.6;0.0;44.8
05.02.2015 12:00;23.0;47.1;4.3;0.30;;15838.3;0.1;0.9;59.2;4.7;0.1;47.5
05.02.2015 13:00;;;;0.30;;18991.6;0.1;0.9;;3.8;1.2;39.7
05.02.2015 14:00;15.9;56.2;1.8;0.40;14.2;19855.1;0.1;1.2;69.3;2.8;1.7;24.2
05.02.2015 15:00;9.4;61.1;1.4;0.50;16.0;17744.2;0.1;1.6;89.4;1.4;1.9;29.0
05.02.2015 16:00;3.8;67.8;1.6;0.60;14.0;19868.2;0.2;2.1;121.5;1.1;1.5;17.2
05.02.2015 17:00;1.8;67.4;2.5;0.70;13.3;21779.2;0.2;2.2;144.8;1.0;0.5;6.3
05.02.2015 18:00;1.2;73.8;3.2;0.80;15.1;24735.6;0.2;2.7;182.4;1.2;0.6;0.0
05.02.2015 19:00;1.3;73.1;3.7;0.80;15.0;26380.6;0.2;2.4;170.0;1.4;0.7;0.0
05.02.2015 20:00;1.5;79.3;4.4;1.00;20.7;30463.6;0.3;3.5;;1.3;0.5;0.0
05.02.2015 21:00;1.3;75.0;4.7;0.90;19.8;29030.3;0.3;3.1;197.9;1.4;0.6;0.0
05.02.2015 22:00;1.4;67.4;4.2;0.80;20.4;22284.2;0.2;2.8;151.0;1.3;0.5;0.0
05.02.2015 23:00;1.4;63.6;4.1;0.70;17.9;20874.3;0.2;2.4;129.0;1.9;0.0;0.0
06.02.2015 00:00;1.5;58.8;3.5;0.80;20.6;18738.6;0.2;2.5;119.0;1.8;0.0;0.0
06.02.2015 01:00;1.5;57.1;3.5;0.80;20.9;18589.5;0.2;2.5;113.6;1.9;0.4;0.0
06.02.2015 02:00;1.0;54.0;2.8;0.60;19.5;14010.6;0.2;1.9;80.1;1.7;0.0;0.0
06.02.2015 03:00;6.2;46.4;2.5;0.60;15.3;11162.6;0.1;1.4;65.0;2.4;0.0;0.0
06.02.2015 04:00;4.3;46.0;2.6;0.50;13.4;9995.3;0.1;1.3;55.1;2.4;0.0;0.0
06.02.2015 05:00;2.0;47.6;2.6;0.50;16.4;11720.2;0.1;1.3;57.6;2.3;0.0;0.0
06.02.2015 06:00;1.7;47.8;3.0;0.50;14.1;18135.5;0.1;1.2;62.7;2.3;0.0;0.0
06.02.2015 07:00;1.1;50.3;4.4;0.50;15.3;21007.5;0.1;1.3;77.4;2.3;0.0;0.0
06.02.2015 08:00;0.8;55.2;5.0;0.60;16.8;25403.9;0.2;1.7;116.2;2.5;0.0;0.2
06.02.2015 09:00;2.1;55.6;5.3;0.60;18.8;27833.0;0.2;2.2;134.0;2.7;0.0;12.5
06.02.2015 10:00;6.9;46.3;5.2;0.50;17.2;19798.0;0.1;1.6;83.6;3.0;0.0;44.0
06.02.2015 11:00;3.5;57.8;5.4;0.50;20.4;22834.3;0.2;1.9;136.3;3.3;0.0;51.3
06.02.2015 12:00;5.8;54.7;4.9;0.60;24.5;20423.8;0.2;2.2;126.0;3.8;0.0;103.0
06.02.2015 13:00;8.3;51.7;5.5;0.60;25.4;17985.0;0.2;1.8;105.6;4.2;0.0;144.7
06.02.2015 14:00;7.3;50.3;4.2;0.50;23.6;18868.2;0.1;1.6;92.8;4.3;0.0;76.7
06.02.2015 15:00;3.9;54.8;2.9;0.60;24.0;18594.4;0.2;2.1;99.0;3.8;0.4;29.2
06.02.2015 16:00;11.7;50.4;2.4;0.50;16.6;14635.3;0.1;1.5;74.1;3.7;0.5;42.0
06.02.2015 17:00;10.2;56.9;2.2;0.50;11.5;15522.0;0.1;1.3;84.0;3.6;0.1;20.0
06.02.2015 18:00;10.2;58.8;2.2;0.60;11.3;15211.2;0.1;1.4;76.3;3.7;0.0;1.7
06.02.2015 19:00;11.1;61.3;2.4;0.50;11.2;16183.5;0.1;1.3;76.8;3.8;0.0;0.0
06.02.2015 20:00;10.8;63.0;2.8;0.50;15.9;21541.1;0.1;1.5;75.6;3.6;0.0;0.0
06.02.2015 21:00;11.7;58.0;2.6;0.50;17.7;18505.7;0.1;1.5;66.1;3.7;0.0;0.0
06.02.2015 22:00;19.9;45.8;2.4;0.50;16.8;15915.2;0.1;1.4;49.7;3.6;0.2;0.0
06.02.2015 23:00;27.3;37.9;2.1;0.40;13.9;15851.6;0.1;1.1;40.8;3.5;0.0;0.0
07.02.2015 00:00;39.2;26.5;1.9;0.40;10.8;9763.9;0.1;0.7;27.3;3.3;0.0;0.0
07.02.2015 01:00;22.2;37.5;2.1;0.40;15.6;11417.4;0.1;1.0;40.1;3.3;0.0;0.0
07.02.2015 02:00;22.3;33.8;2.1;0.40;16.8;10633.6;0.1;0.9;35.5;3.5;0.0;0.0
07.02.2015 03:00;21.9;31.8;2.3;0.40;19.3;11113.5;0.1;1.0;32.7;3.6;0.0;0.0
07.02.2015 04:00;38.9;22.8;2.3;0.30;13.2;7551.7;0.1;0.6;23.3;3.8;0.0;0.0
07.02.2015 05:00;42.7;20.2;2.1;0.30;10.4;7465.1;0.1;0.5;20.9;3.8;0.0;0.0
07.02.2015 06:00;47.2;16.9;2.0;0.30;9.1;7857.4;0.1;0.5;17.6;3.5;0.0;0.0
07.02.2015 07:00;38.3;24.5;2.6;0.30;11.2;11568.9;0.1;0.6;26.1;3.6;0.0;0.0
07.02.2015 08:00;39.9;21.6;2.0;0.30;13.0;13108.0;0.1;0.6;22.7;3.4;0.0;0.0
07.02.2015 09:00;39.2;24.3;1.8;0.30;12.8;11824.8;0.1;0.6;25.8;3.0;0.0;2.3
07.02.2015 10:00;45.0;23.9;1.6;0.30;11.2;10534.9;0.1;0.6;25.3;2.3;0.0;15.2
07.02.2015 11:00;41.5;29.6;1.8;0.30;12.2;8627.2;0.1;0.7;32.3;2.3;0.0;44.7
07.02.2015 12:00;39.4;37.0;2.5;0.40;14.3;12966.1;0.1;0.8;46.6;2.7;0.0;73.7
07.02.2015 13:00;49.7;24.2;2.7;0.30;14.8;11472.2;0.1;0.7;28.3;3.0;0.0;109.2
07.02.2015 14:00;50.5;23.2;2.3;0.30;17.7;9979.8;0.1;0.8;26.1;3.4;0.0;100.3
07.02.2015 15:00;45.7;28.1;2.4;0.40;18.8;11859.2;0.1;0.9;31.5;3.7;0.0;85.8
07.02.2015 16:00;45.4;26.0;2.2;0.40;20.1;11692.4;0.1;0.9;28.8;4.0;0.0;79.5
07.02.2015 17:00;43.1;28.6;2.2;0.40;20.0;12091.1;0.1;1.1;31.0;4.2;0.0;42.8
07.02.2015 18:00;39.9;32.0;2.0;0.40;18.7;15376.5;0.1;0.9;35.5;4.1;0.0;6.7
07.02.2015 19:00;34.3;37.3;2.2;0.40;19.7;16527.5;0.1;1.0;41.3;3.9;0.0;0.0
07.02.2015 20:00;22.1;47.5;2.9;0.50;25.1;25367.9;0.1;1.6;53.1;3.7;0.0;0.0
07.02.2015 21:00;26.8;38.1;2.8;0.40;24.5;22354.8;0.1;1.2;41.2;3.7;0.0;0.0
07.02.2015 22:00;27.8;34.0;2.8;0.40;23.9;17741.8;0.1;1.1;36.3;3.6;0.0;0.0
07.02.2015 23:00;11.9;44.5;3.4;0.50;31.6;18798.2;0.1;1.6;50.0;3.6;0.0;0.0
08.02.2015 00:00;12.5;40.4;2.8;0.50;32.9;15270.0;0.1;1.5;46.8;3.3;0.0;0.0
08.02.2015 01:00;18.4;30.6;2.5;0.40;23.0;13427.7;0.1;1.0;35.1;2.6;0.0;0.0
08.02.2015 02:00;20.5;24.0;2.0;0.40;18.0;11177.7;0.1;0.8;27.4;1.6;0.0;0.0
08.02.2015 03:00;18.1;24.9;2.2;0.40;16.1;11601.6;0.1;0.7;27.2;1.1;0.0;0.0
08.02.2015 04:00;17.2;23.6;2.3;0.30;14.2;11345.0;0.1;0.6;26.1;0.8;0.0;0.0
08.02.2015 05:00;12.3;26.6;2.0;0.30;14.4;12035.0;0.1;0.6;30.9;0.8;0.0;0.0
08.02.2015 06:00;9.5;28.3;2.7;0.40;16.0;18119.5;0.1;2.3;34.1;0.6;0.0;0.0
08.02.2015 07:00;6.5;32.3;3.8;0.30;14.4;25003.3;0.1;0.8;41.8;0.5;0.0;0.0
08.02.2015 08:00;2.0;40.4;4.6;0.40;14.4;33333.9;0.1;1.0;65.1;0.5;0.0;2.3
08.02.2015 09:00;7.5;43.2;7.4;0.40;16.2;41800.0;0.1;0.9;74.8;2.2;0.0;52.2
08.02.2015 10:00;76.3;9.6;3.8;0.20;7.7;7406.4;0.0;0.1;12.3;10.3;0.0;265.3
08.02.2015 11:00;82.9;5.6;1.7;0.20;8.1;3530.3;0.0;0.1;6.5;10.3;0.0;400.0
08.02.2015 12:00;83.0;4.9;1.2;0.20;5.7;3431.7;0.0;0.1;5.9;10.3;0.0;491.7
08.02.2015 13:00;83.0;5.4;1.1;0.20;4.3;3567.8;0.0;0.1;6.6;10.4;0.0;527.5
08.02.2015 14:00;85.4;4.9;0.9;0.20;5.0;3980.0;0.0;0.1;6.0;9.9;0.0;427.3
08.02.2015 15:00;84.4;5.8;0.8;0.20;4.4;3694.7;0.0;0.1;6.8;9.3;0.0;112.3
08.02.2015 16:00;81.3;6.5;0.8;0.20;4.9;3940.3;0.0;0.1;7.7;9.3;0.0;155.8
08.02.2015 17:00;77.6;7.7;0.8;0.20;3.8;3504.8;0.0;0.1;9.0;8.7;0.0;73.5
08.02.2015 18:00;80.6;7.2;1.0;0.20;3.7;5249.5;0.0;0.1;7.9;7.8;0.0;8.8
08.02.2015 19:00;83.5;6.7;1.0;0.20;3.6;7032.3;0.0;0.1;7.5;6.8;0.0;0.0
08.02.2015 20:00;85.8;7.0;1.0;0.20;4.2;6708.1;0.0;0.1;8.0;6.2;0.0;0.0
08.02.2015 21:00;86.0;6.8;1.1;0.20;4.7;7365.4;0.0;0.1;7.7;6.0;0.0;0.0
08.02.2015 22:00;85.8;6.1;1.0;0.20;4.0;6416.8;0.0;0.1;6.8;6.2;0.0;0.0
08.02.2015 23:00;82.7;7.3;0.9;0.20;4.1;5762.3;0.0;0.1;7.7;5.9;0.0;0.0
09.02.2015 00:00;67.4;20.8;1.7;0.20;5.2;7313.0;0.0;0.2;22.4;5.5;0.0;0.0
09.02.2015 01:00;47.0;32.6;4.1;0.30;6.7;24469.8;0.1;0.3;34.7;4.4;0.0;0.0
09.02.2015 02:00;52.7;18.4;3.6;0.20;5.1;15389.4;0.1;0.2;18.7;3.0;0.0;0.0
09.02.2015 03:00;49.2;17.2;3.5;0.20;4.6;13838.0;0.1;0.1;17.4;2.1;0.0;0.0
09.02.2015 04:00;42.9;20.1;3.9;0.20;4.2;15320.2;0.1;0.2;20.8;2.5;0.0;0.0
09.02.2015 05:00;35.0;28.7;5.2;0.20;5.5;19590.7;0.1;0.3;29.9;2.2;0.0;0.0
09.02.2015 06:00;28.0;33.8;5.8;0.40;10.9;23783.7;0.1;2.2;36.5;1.2;0.0;0.0
09.02.2015 07:00;11.2;58.8;6.7;0.40;17.6;34422.7;0.1;1.1;88.2;1.1;0.0;0.0
09.02.2015 08:00;2.4;71.7;8.0;0.50;23.4;53133.9;0.1;1.8;137.6;0.9;0.0;4.0
09.02.2015 09:00;4.2;85.6;9.2;0.70;38.3;59451.8;0.2;2.8;;1.4;0.0;60.8
09.02.2015 10:00;17.0;69.5;8.3;0.50;35.8;39875.7;0.2;1.8;135.9;3.2;0.0;264.0
09.02.2015 11:00;25.9;58.7;5.6;0.40;25.8;24427.1;0.1;1.4;99.2;3.5;0.0;395.0
09.02.2015 12:00;30.7;55.5;4.6;0.40;24.4;19609.1;0.1;1.3;92.6;4.7;0.0;480.5
09.02.2015 13:00;33.9;56.5;4.8;0.40;26.7;19326.8;0.1;1.3;93.0;6.0;0.0;504.0
09.02.2015 14:00;34.9;62.9;5.9;0.40;28.7;24550.8;0.1;1.4;102.6;7.5;0.0;482.3
09.02.2015 15:00;33.1;62.6;6.2;0.50;23.5;26851.3;0.2;1.2;98.0;8.8;0.0;409.2
09.02.2015 16:00;51.7;41.6;3.6;0.30;14.4;17113.8;0.1;0.6;57.8;9.7;0.0;207.8
09.02.2015 17:00;56.3;35.8;2.7;0.20;6.1;14459.1;0.1;0.3;41.4;12.4;0.0;72.8
09.02.2015 18:00;29.8;63.6;4.1;0.40;10.1;25516.6;0.2;0.9;76.4;12.2;0.0;20.8
09.02.2015 19:00;12.2;85.4;5.1;0.60;19.0;34058.6;0.2;1.4;135.5;10.7;0.0;0.0
09.02.2015 20:00;65.8;24.5;2.3;0.20;6.8;12946.0;0.1;0.3;27.3;11.5;0.0;0.0
09.02.2015 21:00;76.2;14.5;1.5;0.20;2.7;6410.0;0.0;0.1;16.9;12.4;0.0;0.0
09.02.2015 22:00;84.0;6.7;1.1;0.20;2.1;3959.9;0.0;0.1;7.5;13.2;0.0;0.0
09.02.2015 23:00;85.2;5.4;0.7;0.20;2.5;2307.6;0.0;0.1;6.3;13.5;0.0;0.0
10.02.2015 00:00;85.8;4.2;0.6;0.20;1.9;2233.9;0.0;0.0;4.6;13.5;0.0;0.0
10.02.2015 01:00;78.8;4.7;0.8;0.20;2.7;3110.9;0.0;0.1;4.7;9.9;0.0;0.0
10.02.2015 02:00;65.0;10.9;1.9;0.20;2.8;8605.1;0.1;0.2;10.8;8.9;0.0;0.0
10.02.2015 03:00;50.0;14.5;3.0;0.20;2.7;16453.1;0.1;0.2;14.8;7.3;0.0;0.0
10.02.2015 04:00;44.4;16.6;3.2;0.20;2.5;17629.9;0.1;0.1;16.9;6.1;0.0;0.0
10.02.2015 05:00;34.6;22.7;3.4;0.20;3.6;19897.9;0.1;0.1;23.2;5.2;0.0;0.0
10.02.2015 06:00;28.7;28.0;5.4;0.30;4.0;22667.9;0.1;1.6;29.6;4.4;0.0;0.0
10.02.2015 07:00;9.8;53.6;8.8;0.30;4.1;40664.5;0.1;0.4;76.7;4.1;0.0;0.0
10.02.2015 08:00;1.7;83.6;9.7;0.50;10.1;53904.1;0.2;1.7;;3.9;0.0;3.5
10.02.2015 09:00;3.2;91.2;11.4;0.80;25.2;60263.4;0.3;3.3;;4.0;0.0;60.7
10.02.2015 10:00;8.2;75.4;9.7;0.60;29.5;45532.6;0.3;2.5;190.5;5.3;0.0;271.5
10.02.2015 11:00;18.7;62.7;7.8;0.50;23.6;28806.1;0.2;1.6;125.8;5.9;0.0;404.7
10.02.2015 12:00;32.2;40.7;4.5;0.30;12.8;17193.2;0.1;1.0;67.6;6.6;0.0;490.7
10.02.2015 13:00;39.3;43.7;3.6;0.30;13.0;16467.8;0.1;0.9;67.7;8.6;0.0;516.5
10.02.2015 14:00;45.8;41.8;3.3;0.30;14.2;15424.9;0.1;0.9;60.2;9.8;0.0;493.0
10.02.2015 15:00;41.5;49.1;3.0;0.40;16.8;14316.0;0.1;1.0;68.5;10.6;0.0;408.5
10.02.2015 16:00;34.7;59.6;2.8;0.40;29.4;14347.6;0.1;1.6;82.8;11.6;0.0;294.2
10.02.2015 17:00;17.9;81.8;3.3;0.60;46.9;17523.3;0.2;2.5;112.2;11.1;0.0;144.5
10.02.2015 18:00;7.1;99.3;4.1;0.80;52.2;22457.9;0.3;3.2;155.3;9.9;0.0;18.7
10.02.2015 19:00;1.9;98.2;7.4;0.90;52.0;33568.7;0.4;3.4;193.4;8.5;0.0;0.0
10.02.2015 20:00;2.0;81.4;6.6;0.70;34.5;30835.3;0.3;2.6;147.7;7.8;0.0;0.0
10.02.2015 21:00;2.4;71.2;7.3;0.60;29.4;32196.1;0.2;2.2;114.0;6.8;0.0;0.0
10.02.2015 22:00;2.1;68.3;7.1;0.70;28.7;31812.4;0.3;2.5;116.3;6.3;0.0;0.0
10.02.2015 23:00;1.8;65.5;6.5;0.70;31.1;29535.4;0.3;2.5;114.7;5.8;0.0;0.0
11.02.2015 00:00;2.9;55.1;4.2;0.50;26.2;21312.9;0.2;1.9;72.2;5.0;0.0;0.0
11.02.2015 01:00;3.4;50.2;4.3;0.50;23.5;18503.4;0.2;1.6;62.9;4.8;0.0;0.0
11.02.2015 02:00;4.1;47.0;4.0;0.40;21.1;15094.0;0.2;1.5;55.1;4.2;0.0;0.0
11.02.2015 03:00;2.4;55.5;4.0;0.60;33.6;14802.0;0.2;2.5;79.3;3.8;0.0;0.0
11.02.2015 04:00;1.5;51.1;4.3;0.50;26.5;16291.1;0.2;1.9;67.6;3.5;0.0;0.0
11.02.2015 05:00;2.2;48.1;3.9;0.40;24.5;14467.1;0.1;1.7;59.4;3.0;0.0;0.0
11.02.2015 06:00;1.4;51.2;4.7;0.50;24.3;18782.2;0.2;1.9;72.7;2.6;0.0;0.0
11.02.2015 07:00;1.0;60.5;7.6;0.50;23.4;35724.6;0.2;2.2;131.7;2.5;0.0;0.0
11.02.2015 08:00;1.4;77.4;8.5;0.70;30.6;52272.3;0.3;3.5;;2.4;0.0;3.2
11.02.2015 09:00;2.5;81.7;9.9;0.80;46.6;57495.7;0.4;4.4;;2.7;0.0;60.3
11.02.2015 10:00;4.7;82.7;11.8;0.80;57.2;42827.9;0.4;4.7;;3.9;0.0;248.3
11.02.2015 11:00;13.3;64.7;9.5;0.70;46.2;25601.5;0.3;3.0;140.4;5.0;0.0;388.3
11.02.2015 12:00;18.9;62.1;7.8;0.60;51.7;19918.3;0.2;2.9;121.9;6.0;0.0;475.5
11.02.2015 13:00;30.8;52.8;5.7;0.50;45.0;14775.8;0.2;2.1;87.7;6.9;0.0;507.2
11.02.2015 14:00;37.8;53.9;5.5;0.50;40.0;13875.3;0.1;1.8;82.0;8.3;0.0;483.0
11.02.2015 15:00;40.2;51.0;4.5;0.40;34.2;13579.4;0.1;1.6;71.3;8.6;0.0;399.7
11.02.2015 16:00;29.0;68.8;4.2;0.50;42.8;16442.1;0.2;1.9;95.4;9.3;0.0;285.7
11.02.2015 17:00;24.0;74.2;3.6;0.60;51.9;13434.4;0.2;2.3;93.5;9.9;0.0;135.5
11.02.2015 18:00;8.5;97.2;4.2;0.80;59.7;18901.0;0.3;3.1;132.3;10.6;0.0;18.3
11.02.2015 19:00;1.4;101.1;7.1;0.90;70.5;33151.1;0.3;4.0;189.1;8.9;0.0;0.0
11.02.2015 20:00;2.0;83.8;7.0;0.80;53.1;29381.5;0.3;3.1;125.2;7.8;0.0;0.0
11.02.2015 21:00;1.7;79.1;7.5;0.70;52.8;31710.0;0.3;3.2;127.3;6.6;0.0;0.0
11.02.2015 22:00;1.9;68.4;7.1;0.60;47.6;31291.3;0.2;2.9;97.1;5.9;0.0;0.0
11.02.2015 23:00;1.9;64.4;5.9;0.60;44.9;27663.4;0.2;2.7;94.4;5.2;0.0;0.0
12.02.2015 00:00;3.5;55.6;4.2;0.60;39.7;18699.3;0.2;2.2;71.7;4.5;0.0;0.0
12.02.2015 01:00;3.7;51.2;4.2;0.50;33.4;15841.8;0.2;2.0;60.9;4.3;0.0;0.0
12.02.2015 02:00;8.8;40.6;3.8;0.40;28.5;14292.2;0.1;1.6;44.6;3.8;0.0;0.0
12.02.2015 03:00;8.4;37.9;3.9;0.40;24.5;13769.0;0.1;1.4;41.6;3.3;0.0;0.0
12.02.2015 04:00;9.9;34.2;3.8;0.30;20.7;12449.8;0.1;1.3;37.4;3.1;0.0;0.0
12.02.2015 05:00;9.3;33.8;3.8;0.30;18.7;13250.2;0.1;1.2;37.6;2.8;0.0;0.0
12.02.2015 06:00;4.3;38.8;4.8;0.30;17.4;21077.6;0.1;1.3;49.5;2.5;0.0;0.0
12.02.2015 07:00;1.3;45.7;7.2;0.40;18.3;41431.4;0.1;1.3;78.8;2.2;0.0;0.0
12.02.2015 08:00;1.0;60.1;8.2;0.60;19.8;50196.8;0.2;2.4;170.2;2.6;0.0;4.5
12.02.2015 09:00;1.9;68.9;9.6;0.70;24.9;55857.5;0.3;3.6;;2.6;0.0;66.0
12.02.2015 10:00;4.3;69.4;12.2;0.80;37.5;37711.9;0.3;3.8;;3.8;0.0;240.5
12.02.2015 11:00;9.0;60.6;9.4;0.70;38.5;23015.9;0.2;2.9;153.0;4.4;0.0;371.5
12.02.2015 12:00;15.6;54.5;7.6;0.60;42.2;18484.4;0.2;2.5;114.5;5.5;0.0;444.7
12.02.2015 13:00;29.7;53.8;5.5;0.50;58.0;14605.3;0.2;2.6;86.2;8.1;0.0;466.2
12.02.2015 14:00;40.7;54.8;4.6;0.50;83.2;12649.9;0.2;3.2;74.9;9.4;0.0;435.5
12.02.2015 15:00;47.3;53.6;4.8;0.50;94.8;11879.5;0.2;3.2;66.8;9.4;0.0;354.3
12.02.2015 16:00;44.0;59.9;4.5;0.60;99.1;13134.5;0.2;3.2;71.6;9.2;0.0;239.5
12.02.2015 17:00;34.7;75.1;4.2;0.60;103.8;13052.8;0.2;3.5;84.2;9.1;0.0;110.2
12.02.2015 18:00;28.9;82.2;4.1;0.60;116.0;13372.6;0.2;3.8;87.8;8.3;0.0;16.8
